tweet_id,favorites,retweets,user_followers,user_favourites,date_time
840728873075638272,0,15568,8878863,145866,2017-03-12 00:59:17+00:00
840698636975636481,172,2,8878863,145866,2017-03-11 22:59:09+00:00
840696689258311684,12019,945,8878863,145866,2017-03-11 22:51:24+00:00
840632337062862849,8802,1711,8878863,145866,2017-03-11 18:35:42+00:00
840370681858686976,16090,4425,8878863,145866,2017-03-11 01:15:58+00:00
840268004936019968,18843,5557,8878863,145866,2017-03-10 18:27:58+00:00
839990271299457024,13164,2206,8878863,145866,2017-03-10 00:04:21+00:00
839549326359670784,26897,7529,8878863,145866,2017-03-08 18:52:12+00:00
839290600511926273,0,140,8878863,145866,2017-03-08 01:44:07+00:00
839239871831150596,26558,6346,8878863,145866,2017-03-07 22:22:32+00:00
838952994649550848,19279,3883,8878863,145866,2017-03-07 03:22:35+00:00
838921590096166913,10913,1990,8878863,145866,2017-03-07 01:17:48+00:00
838916489579200512,0,33,8878863,145866,2017-03-07 00:57:32+00:00
838831947270979586,0,10703,8878863,145866,2017-03-06 19:21:35+00:00
838561493054533637,10757,1294,8878863,145866,2017-03-06 01:26:54+00:00
838476387338051585,22038,4640,8878863,145866,2017-03-05 19:48:43+00:00
838201503651401729,0,9760,8878863,145866,2017-03-05 01:36:26+00:00
838150277551247360,1634,323,8878863,145866,2017-03-04 22:12:52+00:00
838085839343206401,138,1,8878863,145866,2017-03-04 17:56:49+00:00
838083903487373313,17306,3035,8878863,145866,2017-03-04 17:49:08+00:00
837820167694528512,33420,7648,8878863,145866,2017-03-04 00:21:08+00:00
837482249356513284,3795,434,8878863,145866,2017-03-03 01:58:22+00:00
837471256429613056,12564,2209,8878863,145866,2017-03-03 01:14:41+00:00
837110210464448512,15746,2309,8878863,145866,2017-03-02 01:20:01+00:00
836989968035819520,12525,2247,8878863,145866,2017-03-01 17:22:13+00:00
836753516572119041,19014,4536,8878863,145866,2017-03-01 01:42:39+00:00
836677758902222849,12414,2174,8878863,145866,2017-02-28 20:41:37+00:00
836648853927522308,0,541,8878863,145866,2017-02-28 18:46:45+00:00
836397794269200385,0,26820,8878863,145866,2017-02-28 02:09:08+00:00
836380477523124226,14520,2917,8878863,145866,2017-02-28 01:00:19+00:00
836260088725786625,20962,4205,8878863,145866,2017-02-27 17:01:56+00:00
836001077879255040,18749,4161,8878863,145866,2017-02-26 23:52:43+00:00
835685285446955009,0,7946,8878863,145866,2017-02-26 02:57:52+00:00
835574547218894849,17495,3537,8878863,145866,2017-02-25 19:37:50+00:00
835536468978302976,0,1654,8878863,145866,2017-02-25 17:06:32+00:00
835309094223372289,0,20431,8878863,145866,2017-02-25 02:03:02+00:00
835297930240217089,16209,2931,8878863,145866,2017-02-25 01:18:40+00:00
835264098648616962,7598,1654,8878863,145866,2017-02-24 23:04:14+00:00
835246439529840640,2062,71,8878863,145866,2017-02-24 21:54:03+00:00
835172783151792128,25741,5634,8878863,145866,2017-02-24 17:01:22+00:00
835152434251116546,21999,2933,8878863,145866,2017-02-24 15:40:31+00:00
834931633769889797,10610,1595,8878863,145866,2017-02-24 01:03:08+00:00
834786237630337024,21086,5390,8878863,145866,2017-02-23 15:25:23+00:00
834574053763584002,13421,2465,8878863,145866,2017-02-23 01:22:14+00:00
834477809192075265,0,10407,8878863,145866,2017-02-22 18:59:48+00:00
834458053273591808,9475,1640,8878863,145866,2017-02-22 17:41:18+00:00
834209720923721728,20226,4637,8878863,145866,2017-02-22 01:14:30+00:00
834167344700198914,15567,3582,8878863,145866,2017-02-21 22:26:07+00:00
834089966724603904,9886,2087,8878863,145866,2017-02-21 17:18:39+00:00
834086379323871233,12858,2159,8878863,145866,2017-02-21 17:04:24+00:00
833863086058651648,13228,2357,8878863,145866,2017-02-21 02:17:06+00:00
833826103416520705,17818,3697,8878863,145866,2017-02-20 23:50:09+00:00
833732339549220864,0,219,8878863,145866,2017-02-20 17:37:34+00:00
833722901757046785,20521,3159,8878863,145866,2017-02-20 17:00:04+00:00
833479644947025920,14647,2005,8878863,145866,2017-02-20 00:53:27+00:00
833124694597443584,19899,4749,8878863,145866,2017-02-19 01:23:00+00:00
832998151111966721,13051,2152,8878863,145866,2017-02-18 17:00:10+00:00
832769181346996225,0,39,8878863,145866,2017-02-18 01:50:19+00:00
832757312314028032,16626,3543,8878863,145866,2017-02-18 01:03:09+00:00
832682457690300417,11697,2856,8878863,145866,2017-02-17 20:05:43+00:00
832645525019123713,2887,523,8878863,145866,2017-02-17 17:38:57+00:00
832636094638288896,15631,2728,8878863,145866,2017-02-17 17:01:29+00:00
832397543355072512,11797,2164,8878863,145866,2017-02-17 01:13:34+00:00
832369877331693569,16925,3129,8878863,145866,2017-02-16 23:23:38+00:00
832273440279240704,11184,2287,8878863,145866,2017-02-16 17:00:25+00:00
832215909146226688,0,6084,8878863,145866,2017-02-16 13:11:49+00:00
832215726631055365,0,9139,8878863,145866,2017-02-16 13:11:05+00:00
832088576586297345,62,2,8878863,145866,2017-02-16 04:45:50+00:00
832040443403784192,0,9409,8878863,145866,2017-02-16 01:34:34+00:00
832032802820481025,17607,4576,8878863,145866,2017-02-16 01:04:13+00:00
831939777352105988,23651,6013,8878863,145866,2017-02-15 18:54:34+00:00
831926988323639298,331,34,8878863,145866,2017-02-15 18:03:45+00:00
831911600680497154,27196,6368,8878863,145866,2017-02-15 17:02:36+00:00
831670449226514432,10282,1778,8878863,145866,2017-02-15 01:04:21+00:00
831650051525054464,7019,1882,8878864,145866,2017-02-14 23:43:18+00:00
831552930092285952,8854,2279,8878864,145866,2017-02-14 17:17:22+00:00
831322785565769729,9156,1526,8878864,145866,2017-02-14 02:02:51+00:00
831315979191906304,6450,1104,8878864,145866,2017-02-14 01:35:49+00:00
831309418084069378,11616,2420,8878864,145866,2017-02-14 01:09:44+00:00
831262627380748289,11742,2003,8878864,145866,2017-02-13 22:03:49+00:00
830956169170665475,7878,1467,8878864,145866,2017-02-13 01:46:03+00:00
830583320585068544,65874,16433,8878865,145866,2017-02-12 01:04:29+00:00
830173239259324417,0,5582,8878865,145866,2017-02-10 21:54:58+00:00
830097400375152640,9664,2880,8878865,145866,2017-02-10 16:53:37+00:00
829878982036299777,0,4913,8878865,145866,2017-02-10 02:25:42+00:00
829861396166877184,12088,1905,8878865,145866,2017-02-10 01:15:49+00:00
829501995190984704,31326,10407,8878865,145866,2017-02-09 01:27:41+00:00
829449946868879360,10337,1973,8878865,145866,2017-02-08 22:00:52+00:00
829141528400556032,24078,7189,8878865,145866,2017-02-08 01:35:19+00:00
829011960981237760,52585,16046,8878865,145866,2017-02-07 17:00:28+00:00
828801551087042563,0,3366,8878865,145866,2017-02-07 03:04:22+00:00
828770345708580865,25284,5748,8878866,145866,2017-02-07 01:00:22+00:00
828708714936930305,36043,10982,8878866,145866,2017-02-06 20:55:28+00:00
828650029636317184,9389,1315,8878866,145866,2017-02-06 17:02:17+00:00
828409743546925057,6276,1145,8878866,145866,2017-02-06 01:07:28+00:00
828408677031882754,7595,1264,8878866,145866,2017-02-06 01:03:14+00:00
828381636999917570,12444,2180,8878866,145866,2017-02-05 23:15:47+00:00
828376505180889089,7293,1049,8878866,145866,2017-02-05 22:55:23+00:00
828372645993398273,12430,2880,8878866,145866,2017-02-05 22:40:03+00:00
828361771580813312,2163,171,8878866,145866,2017-02-05 21:56:51+00:00
828046555563323392,11618,2824,8878866,145866,2017-02-05 01:04:17+00:00
828011680017821696,10237,2118,8878866,145866,2017-02-04 22:45:42+00:00
827933404142436356,19862,5147,8878866,145866,2017-02-04 17:34:40+00:00
827653905312006145,15330,2975,8878866,145866,2017-02-03 23:04:02+00:00
827600520311402496,7381,928,8878866,145866,2017-02-03 19:31:54+00:00
827324948884643840,15667,2989,8878866,145866,2017-02-03 01:16:53+00:00
827199976799354881,10465,2190,8878866,145866,2017-02-02 17:00:17+00:00
826958653328592898,21322,4913,8878866,145866,2017-02-02 01:01:21+00:00
826848821049180160,35892,9985,8878866,145866,2017-02-01 17:44:55+00:00
826615380357632002,0,3928,8878866,145866,2017-02-01 02:17:19+00:00
826598799820865537,5073,247,8878866,145866,2017-02-01 01:11:25+00:00
826598365270007810,9921,2309,8878866,145866,2017-02-01 01:09:42+00:00
826476773533745153,18208,4117,8878866,145866,2017-01-31 17:06:32+00:00
826240494070030336,13143,2569,8879481,145867,2017-01-31 01:27:39+00:00
826204788643753985,4823,910,8878865,145866,2017-01-30 23:05:46+00:00
826115272272650244,15482,3055,8878865,145866,2017-01-30 17:10:04+00:00
